credit_score,monthly_income,age,existing_emis,employment_type,loan_amount,property_owned,annual_income,dti_ratio,income_to_loan_ratio,approved
710,94678,47,5808,2,3300000,1,1136136,0.0613,0.3443,1
662,20594,27,197,2,200000,1,247128,0.0096,1.2356,0
620,39581,41,9847,0,2500000,0,474972,0.2488,0.19,0
584,60913,21,3593,0,4000000,0,730956,0.059,0.1827,0
753,50645,45,19729,1,3500000,1,607740,0.3896,0.1736,1
746,77479,43,34269,3,4400000,0,929748,0.4423,0.2113,0
746,19711,39,4398,2,1300000,1,236532,0.2231,0.1819,0
689,132078,31,26726,0,6700000,0,1584936,0.2024,0.2366,1
812,67177,21,10522,0,2900000,0,806124,0.1566,0.278,1
661,110838,31,31822,1,2900000,0,1330056,0.2871,0.4586,0
776,82829,46,22663,0,800000,1,993948,0.2736,1.2424,1
696,48680,36,7522,0,1400000,1,584160,0.1545,0.4173,1
651,22685,21,3503,1,1300000,0,272220,0.1544,0.2094,0
747,34956,23,10142,0,2700000,1,419472,0.2901,0.1554,0
732,127228,47,31749,2,3300000,1,1526736,0.2495,0.4626,1
728,112562,39,36396,2,6500000,1,1350744,0.3233,0.2078,1
706,33800,22,14318,0,1400000,0,405600,0.4236,0.2897,0
696,9036,21,3169,1,400000,0,108432,0.3507,0.2711,0
850,43147,28,5909,1,200000,0,517764,0.137,2.5888,1
794,41248,21,14090,0,600000,0,494976,0.3416,0.825,1
757,42198,33,8545,0,900000,0,506376,0.2025,0.5626,1
708,67314,59,23556,0,5000000,1,807768,0.3499,0.1616,1
780,82927,21,33084,2,700000,1,995124,0.399,1.4216,1
741,88803,33,9987,0,4400000,1,1065636,0.1125,0.2422,1
702,64050,48,6878,0,5000000,1,768600,0.1074,0.1537,1
675,16639,42,3239,0,900000,1,199668,0.1947,0.2219,0
693,39945,33,926,0,1700000,0,479340,0.0232,0.282,1
446,195331,33,60271,0,7000000,0,2343972,0.3086,0.3349,0
716,61361,23,20701,0,3300000,0,736332,0.3374,0.2231,1
660,61125,32,9501,0,2600000,1,733500,0.1554,0.2821,1
827,60821,37,12734,0,3700000,0,729852,0.2094,0.1973,1
701,62895,46,16708,1,3400000,0,754740,0.2656,0.222,1
604,11732,28,388,1,500000,0,140784,0.0331,0.2816,0
696,42458,33,13590,0,3400000,0,509496,0.3201,0.1499,0
616,47918,25,11357,1,3400000,0,575016,0.237,0.1691,0
737,105756,37,29708,0,5600000,0,1269072,0.2809,0.2266,1
723,50443,42,16430,0,2400000,0,605316,0.3257,0.2522,1
776,18253,41,5548,0,1100000,0,219036,0.304,0.1991,0
636,63452,23,2721,0,4300000,1,761424,0.0429,0.1771,1
702,30263,36,10657,0,800000,1,363156,0.3521,0.4539,1
590,23621,28,6484,0,1300000,1,283452,0.2745,0.218,0
756,29717,45,9559,0,400000,0,356604,0.3217,0.8915,1
741,67880,33,7987,0,2600000,1,814560,0.1177,0.3133,1
739,104324,21,10395,0,8200000,0,1251888,0.0996,0.1527,1
700,65496,32,24347,4,2000000,1,785952,0.3717,0.393,1
733,71626,39,12582,0,1200000,0,859512,0.1757,0.7163,1
828,65109,37,16857,2,1100000,0,781308,0.2589,0.7103,1
677,52093,29,12930,0,1900000,0,625116,0.2482,0.329,1
711,74470,29,19609,0,1700000,0,893640,0.2633,0.5257,1
613,11484,25,359,4,400000,0,137808,0.0313,0.3445,0
630,52399,31,7132,2,3200000,1,628788,0.1361,0.1965,0
707,26187,26,783,0,1900000,0,314244,0.0299,0.1654,1
788,98493,44,21281,0,1400000,1,1181916,0.2161,0.8442,1
679,44878,25,18217,0,2900000,1,538536,0.4059,0.1857,0
681,49939,36,8745,2,700000,1,599268,0.1751,0.8561,1
667,19869,35,6995,0,700000,1,238428,0.3521,0.3406,0
657,90228,44,11662,1,7500000,0,1082736,0.1293,0.1444,0
723,71424,45,27521,1,800000,1,857088,0.3853,1.0714,1
580,68471,41,12925,0,500000,1,821652,0.1888,1.6433,1
802,30097,38,4810,1,900000,0,361164,0.1598,0.4013,1
646,30816,24,9672,1,2400000,0,369792,0.3139,0.1541,0
757,56058,24,12934,0,400000,1,672696,0.2307,1.6817,1
598,32315,26,4905,0,700000,0,387780,0.1518,0.554,0
753,63636,42,1663,2,3300000,1,763632,0.0261,0.2314,1
753,13405,35,1005,0,300000,1,160860,0.075,0.5362,1
730,36587,43,12715,1,300000,1,439044,0.3475,1.4635,1
620,144069,45,59692,0,1400000,1,1728828,0.4143,1.2349,0
719,63811,27,4848,0,3100000,1,765732,0.076,0.247,1
605,54180,35,13883,4,2600000,0,650160,0.2562,0.2501,0
679,161318,34,2480,0,9800000,0,1935816,0.0154,0.1975,1
782,12069,31,1579,0,100000,0,144828,0.1308,1.4483,1
763,30055,29,6069,1,1300000,1,360660,0.2019,0.2774,1
701,38533,46,12760,1,2000000,0,462396,0.3311,0.2312,0
622,82043,35,1628,0,1900000,1,984516,0.0198,0.5182,1
751,82900,35,29143,2,4000000,0,994800,0.3515,0.2487,1
701,29155,26,2658,0,1700000,1,349860,0.0912,0.2058,1
514,89212,41,30491,1,7400000,1,1070544,0.3418,0.1447,0
762,38484,24,10831,0,2000000,0,461808,0.2814,0.2309,1
698,101415,39,15497,0,7400000,0,1216980,0.1528,0.1645,1
796,26381,39,8591,2,1800000,0,316572,0.3257,0.1759,1
612,45524,30,4841,1,3600000,0,546288,0.1063,0.1517,0
445,36530,38,3611,1,2200000,1,438360,0.0989,0.1993,0
722,92375,36,2566,0,2000000,0,1108500,0.0278,0.5542,1
723,35822,34,6336,3,1000000,1,429864,0.1769,0.4299,1
564,47788,35,2101,0,3200000,0,573456,0.044,0.1792,0
621,66442,35,12542,0,3000000,1,797304,0.1888,0.2658,1
850,67992,36,299,3,1700000,0,815904,0.0044,0.4799,1
675,83464,35,5824,0,4700000,0,1001568,0.0698,0.2131,1
758,55640,23,23344,0,4200000,0,667680,0.4196,0.159,0
647,38141,33,13654,4,1200000,0,457692,0.358,0.3814,0
532,39742,37,4223,4,2000000,0,476904,0.1063,0.2385,0
686,49781,35,16090,1,2500000,0,597372,0.3232,0.2389,0
678,56940,44,17128,0,900000,0,683280,0.3008,0.7592,1
668,44877,41,3572,0,500000,1,538524,0.0796,1.077,1
690,49588,26,8280,0,3700000,0,595056,0.167,0.1608,0
721,19725,33,8110,0,1500000,0,236700,0.4112,0.1578,0
687,73160,31,24320,0,5500000,1,877920,0.3324,0.1596,0
598,54647,34,18697,0,2000000,0,655764,0.3421,0.3279,0
738,89422,34,22690,0,2500000,1,1073064,0.2537,0.4292,1
544,49025,41,14682,0,3800000,1,588300,0.2995,0.1548,0
535,17274,36,3954,1,1200000,1,207288,0.2289,0.1727,0
759,39534,47,13180,0,2700000,1,474408,0.3334,0.1757,1
740,43479,37,14336,2,1300000,0,521748,0.3297,0.4013,0
695,76553,26,1070,0,4200000,1,918636,0.014,0.2187,1
588,14155,30,4024,0,900000,1,169860,0.2843,0.1887,0
643,50247,41,14240,0,2500000,0,602964,0.2834,0.2412,0
678,66716,21,2021,0,3500000,0,800592,0.0303,0.2287,1
572,32961,21,6086,0,2100000,1,395532,0.1846,0.1883,0
640,51265,35,20734,1,3300000,1,615180,0.4044,0.1864,0
752,33650,44,14437,0,800000,1,403800,0.429,0.5047,1
814,31642,48,11137,2,1100000,1,379704,0.352,0.3452,1
666,38366,32,2615,1,2500000,0,460392,0.0682,0.1842,0
760,32002,45,5396,0,800000,0,384024,0.1686,0.48,1
546,73878,35,6069,0,5700000,0,886536,0.0821,0.1555,0
752,31540,21,9255,1,2200000,1,378480,0.2934,0.172,1
635,28516,34,9921,1,2100000,0,342192,0.3479,0.1629,0
724,141599,28,56313,2,4100000,1,1699188,0.3977,0.4144,1
680,87242,44,33788,1,1200000,1,1046904,0.3873,0.8724,0
805,16044,34,716,0,200000,0,192528,0.0446,0.9626,1
630,30981,22,1752,0,1500000,1,371772,0.0566,0.2478,0
750,56697,21,23209,1,1600000,0,680364,0.4094,0.4252,1
677,59531,34,22604,0,1500000,1,714372,0.3797,0.4762,1
687,20044,21,4152,0,400000,0,240528,0.2071,0.6013,0
685,98237,29,19011,1,4800000,1,1178844,0.1935,0.2456,1
632,80429,37,20007,0,3900000,0,965148,0.2488,0.2475,0
698,65456,24,17574,0,2500000,1,785472,0.2685,0.3142,0
694,110640,44,12656,1,1800000,1,1327680,0.1144,0.7376,1
719,64303,46,11682,0,5000000,0,771636,0.1817,0.1543,1
706,64160,24,17891,1,2500000,0,769920,0.2788,0.308,1
763,124817,32,11585,1,1900000,1,1497804,0.0928,0.7883,1
773,94914,44,42661,0,800000,0,1138968,0.4495,1.4237,1
615,29587,34,3767,0,500000,1,355044,0.1273,0.7101,1
769,71676,21,17817,1,2000000,1,860112,0.2486,0.4301,1
605,32906,33,8205,0,1800000,1,394872,0.2493,0.2194,0
747,66336,26,13477,0,5400000,0,796032,0.2032,0.1474,1
749,65249,46,7092,2,1700000,0,782988,0.1087,0.4606,1
547,21373,41,5437,1,1400000,1,256476,0.2544,0.1832,0
707,45564,31,1866,0,3500000,0,546768,0.041,0.1562,1
662,57477,36,10007,0,2100000,0,689724,0.1741,0.3284,1
639,37730,21,3807,3,900000,0,452760,0.1009,0.5031,0
808,59208,27,3308,1,2600000,0,710496,0.0559,0.2733,1
647,79502,50,33109,0,6000000,1,954024,0.4165,0.159,0
635,48129,35,15159,1,300000,1,577548,0.315,1.9252,0
706,56092,44,4261,0,2400000,0,673104,0.076,0.2805,1
754,112426,37,48031,0,7300000,0,1349112,0.4272,0.1848,1
688,65115,48,6328,0,3400000,0,781380,0.0972,0.2298,1
793,55298,21,5863,0,2400000,1,663576,0.106,0.2765,1
742,27588,33,1654,1,1300000,1,331056,0.06,0.2547,1
525,73321,51,24015,0,3900000,0,879852,0.3275,0.2256,0
657,59759,44,15351,1,3500000,0,717108,0.2569,0.2049,0
655,105899,48,2775,0,3500000,0,1270788,0.0262,0.3631,1
738,50419,34,574,0,2300000,1,605028,0.0114,0.2631,1
490,16485,29,3951,0,400000,1,197820,0.2397,0.4945,0
850,17675,24,5182,0,1400000,0,212100,0.2932,0.1515,0
742,76222,24,28224,0,1500000,1,914664,0.3703,0.6098,1
711,34817,43,7493,0,600000,1,417804,0.2152,0.6963,1
794,63707,40,19394,1,1700000,0,764484,0.3044,0.4497,1
850,52498,34,17331,1,4000000,1,629976,0.3301,0.1575,1
769,44351,40,12235,1,2500000,1,532212,0.2759,0.2129,1
775,46266,36,7333,1,1900000,1,555192,0.1585,0.2922,1
710,29166,44,1731,2,2200000,0,349992,0.0593,0.1591,1
688,48558,44,14149,0,3700000,1,582696,0.2914,0.1575,0
661,34520,24,11940,4,1200000,0,414240,0.3459,0.3452,0
633,39208,37,3349,0,1900000,1,470496,0.0854,0.2476,0
645,40368,21,8989,1,3000000,0,484416,0.2227,0.1615,0
591,42786,36,7648,1,1300000,0,513432,0.1788,0.3949,0
693,85246,41,7890,0,3200000,0,1022952,0.0926,0.3197,1
565,45348,21,5006,4,3000000,0,544176,0.1104,0.1814,0
715,90601,30,9690,0,5400000,1,1087212,0.107,0.2013,1
697,123341,35,23252,0,1200000,1,1480092,0.1885,1.2334,1
711,81876,37,14386,0,1200000,0,982512,0.1757,0.8188,1
658,67553,32,16846,0,4800000,0,810636,0.2494,0.1689,0
850,59641,23,2501,1,400000,0,715692,0.0419,1.7892,1
808,82389,34,21549,0,6400000,1,988668,0.2616,0.1545,1
600,51720,21,508,2,1400000,1,620640,0.0098,0.4433,1
718,88498,32,10249,1,4600000,0,1061976,0.1158,0.2309,1
651,70860,30,16011,0,3500000,1,850320,0.226,0.2429,1
618,39501,33,12210,0,1400000,1,474012,0.3091,0.3386,0
592,83910,29,29122,0,700000,0,1006920,0.3471,1.4385,0
734,51786,21,828,3,1000000,1,621432,0.016,0.6214,1
645,45996,31,11125,1,2400000,1,551952,0.2419,0.23,0
777,36837,44,5875,0,1500000,0,442044,0.1595,0.2947,1
779,54155,47,16934,0,2000000,0,649860,0.3127,0.3249,1
809,89132,59,11382,0,1200000,1,1069584,0.1277,0.8913,1
631,83563,51,27966,0,2700000,0,1002756,0.3347,0.3714,0
738,60599,23,16422,1,2800000,0,727188,0.271,0.2597,0
750,70247,30,24962,1,800000,1,842964,0.3553,1.0537,1
662,105136,34,46572,0,1100000,0,1261632,0.443,1.1469,1
638,44802,34,18317,2,1900000,0,537624,0.4088,0.283,0
828,25103,35,6702,0,1200000,1,301236,0.267,0.251,1
718,107010,59,43038,0,2700000,0,1284120,0.4022,0.4756,1
750,35672,24,2457,1,1100000,0,428064,0.0689,0.3891,1
634,32396,27,627,0,2200000,1,388752,0.0194,0.1767,0
602,16685,51,4002,0,1200000,0,200220,0.2399,0.1668,0
654,69062,28,30281,0,2100000,0,828744,0.4385,0.3946,0
690,18529,38,5917,0,600000,0,222348,0.3193,0.3706,0
614,31252,45,4291,0,2200000,1,375024,0.1373,0.1705,0
699,69768,39,20996,1,5700000,0,837216,0.3009,0.1469,0
564,75595,36,1357,0,2300000,0,907140,0.018,0.3944,0
610,33155,44,7021,0,2200000,1,397860,0.2118,0.1808,0
753,45229,26,4828,0,1900000,0,542748,0.1067,0.2857,1
748,29040,30,642,0,700000,0,348480,0.0221,0.4978,1
668,35276,40,3967,0,2000000,1,423312,0.1125,0.2117,1
618,57510,21,18696,2,2400000,0,690120,0.3251,0.2875,0
617,36279,49,8998,2,900000,0,435348,0.248,0.4837,0
670,42339,38,446,0,600000,0,508068,0.0105,0.8468,1
751,20356,36,3753,2,1400000,1,244272,0.1844,0.1745,1
774,96739,21,32743,0,7200000,0,1160868,0.3385,0.1612,1
660,66572,22,28597,0,700000,0,798864,0.4296,1.1412,1
607,78884,31,31037,1,4500000,1,946608,0.3935,0.2104,0
721,106324,43,72,1,1900000,0,1275888,0.0007,0.6715,1
634,29877,21,2940,0,1600000,1,358524,0.0984,0.2241,0
658,39535,42,3695,0,3000000,1,474420,0.0935,0.1581,1
806,15726,31,2923,0,400000,1,188712,0.1859,0.4718,1
766,322627,32,93752,0,10600000,1,3871524,0.2906,0.3652,1
712,44812,37,3086,0,3000000,0,537744,0.0689,0.1792,1
598,91421,37,37670,1,5700000,1,1097052,0.412,0.1925,0
716,23320,27,8155,0,800000,0,279840,0.3497,0.3498,0
785,89128,41,16818,0,6400000,0,1069536,0.1887,0.1671,1
669,149425,21,39268,0,11600000,0,1793100,0.2628,0.1546,1
808,47279,30,11527,2,1900000,0,567348,0.2438,0.2986,1
803,26728,36,7002,0,200000,0,320736,0.262,1.6037,1
833,45103,31,17457,0,2000000,0,541236,0.387,0.2706,1
724,12886,21,1160,0,800000,0,154632,0.09,0.1933,0
746,47919,42,14743,1,1100000,1,575028,0.3077,0.5228,1
813,80224,22,3863,0,1100000,0,962688,0.0482,0.8752,1
735,47980,34,9913,0,1300000,0,575760,0.2066,0.4429,1
659,41337,36,11827,0,200000,0,496044,0.2861,2.4802,1
664,67274,35,378,0,4100000,0,807288,0.0056,0.1969,1
719,70432,46,3425,0,1200000,0,845184,0.0486,0.7043,1
596,18107,34,743,0,1100000,0,217284,0.041,0.1975,0
688,51704,39,8717,0,1200000,1,620448,0.1686,0.517,1
787,211417,34,59176,1,17600000,0,2537004,0.2799,0.1441,1
524,22004,41,9861,0,1000000,0,264048,0.4481,0.264,0
822,46571,48,5324,1,400000,0,558852,0.1143,1.3971,1
789,157164,36,9615,0,10400000,0,1885968,0.0612,0.1813,1
663,95082,42,17746,4,3600000,1,1140984,0.1866,0.3169,1
743,36024,49,2366,3,1900000,1,432288,0.0657,0.2275,0
700,55474,48,612,1,4400000,1,665688,0.011,0.1513,1
798,48958,31,12424,3,2200000,1,587496,0.2538,0.267,1
778,31293,45,12386,0,2100000,0,375516,0.3958,0.1788,1
587,46884,37,18162,1,1300000,1,562608,0.3874,0.4328,0
746,41440,46,1879,0,2500000,1,497280,0.0453,0.1989,1
683,52451,40,3480,1,700000,0,629412,0.0663,0.8992,1
706,31287,37,6914,0,2300000,0,375444,0.221,0.1632,0
641,22788,39,3770,0,400000,1,273456,0.1654,0.6836,0
839,47821,37,15129,3,1400000,0,573852,0.3164,0.4099,1
783,137182,37,30553,0,11000000,0,1646184,0.2227,0.1497,1
640,51499,33,466,1,900000,0,617988,0.009,0.6867,1
593,40176,32,5144,1,1000000,0,482112,0.128,0.4821,0
669,77068,52,31264,0,3900000,0,924816,0.4057,0.2371,0
734,44578,39,10260,0,3600000,1,534936,0.2302,0.1486,1
719,150364,29,53992,0,9000000,1,1804368,0.3591,0.2005,1
800,48905,32,8853,3,700000,1,586860,0.181,0.8384,1
763,74630,45,22734,3,4800000,0,895560,0.3046,0.1866,0
777,31170,27,2370,1,1200000,1,374040,0.076,0.3117,1
726,66293,21,21972,2,5500000,0,795516,0.3314,0.1446,1
588,57818,21,20465,0,3100000,0,693816,0.354,0.2238,0
684,47386,21,1922,0,2200000,1,568632,0.0406,0.2585,1
784,36277,22,2992,0,1700000,1,435324,0.0825,0.2561,1
695,33429,23,6963,0,1800000,0,401148,0.2083,0.2229,0
740,58070,48,16657,0,3600000,0,696840,0.2868,0.1936,1
674,71493,34,20509,0,800000,0,857916,0.2869,1.0724,1
617,45419,31,13657,1,700000,0,545028,0.3007,0.7786,0
690,58241,21,18723,0,1700000,1,698892,0.3215,0.4111,1
724,47918,33,10905,0,2000000,0,575016,0.2276,0.2875,1
647,52006,21,13453,0,1500000,0,624072,0.2587,0.416,0
681,43465,31,164,1,900000,0,521580,0.0038,0.5795,1
624,49552,55,3714,0,3800000,1,594624,0.075,0.1565,0
789,247415,41,55508,0,2100000,0,2968980,0.2244,1.4138,1
676,59099,32,19828,1,4600000,0,709188,0.3355,0.1542,0
816,72198,41,26281,0,5500000,1,866376,0.364,0.1575,1
822,63755,29,20913,0,3700000,0,765060,0.328,0.2068,1
693,41869,26,9164,1,300000,1,502428,0.2189,1.6748,1
619,106552,52,13486,0,2500000,1,1278624,0.1266,0.5114,1
533,41163,23,8237,0,3300000,0,493956,0.2001,0.1497,0
582,92321,31,386,0,7000000,0,1107852,0.0042,0.1583,0
590,40113,38,10793,0,3200000,1,481356,0.2691,0.1504,0
810,27557,25,924,0,2300000,0,330684,0.0335,0.1438,1
709,61037,41,3993,0,600000,0,732444,0.0654,1.2207,1
731,25265,31,7116,2,1200000,1,303180,0.2817,0.2526,0
522,67601,41,406,0,4800000,1,811212,0.006,0.169,1
604,23944,40,6179,0,700000,0,287328,0.2581,0.4105,0
770,40481,32,11629,0,1600000,0,485772,0.2873,0.3036,1
722,20763,52,7365,2,500000,1,249156,0.3547,0.4983,1
688,266865,28,8169,1,2300000,0,3202380,0.0306,1.3923,1
745,18171,48,23,0,200000,1,218052,0.0013,1.0903,1
830,49310,46,17016,0,300000,1,591720,0.3451,1.9724,1
682,97341,52,12705,0,4500000,0,1168092,0.1305,0.2596,1
705,91293,36,36448,0,4900000,1,1095516,0.3992,0.2236,0
715,81699,27,6800,0,2400000,1,980388,0.0832,0.4085,1
850,40524,55,10677,0,2800000,1,486288,0.2635,0.1737,1
532,110266,31,5428,0,8200000,1,1323192,0.0492,0.1614,0
754,84798,26,15366,0,1400000,0,1017576,0.1812,0.7268,1
690,55680,33,22101,0,500000,0,668160,0.3969,1.3363,1
745,56633,25,15503,0,1700000,0,679596,0.2737,0.3998,1
647,40849,40,12676,0,2500000,1,490188,0.3103,0.1961,0
696,28401,28,2888,2,1200000,1,340812,0.1017,0.284,0
756,102980,32,42761,1,4500000,0,1235760,0.4152,0.2746,1
850,107723,44,30223,3,1900000,1,1292676,0.2806,0.6804,1
764,28840,41,1374,0,900000,1,346080,0.0476,0.3845,1
632,44700,35,312,0,3600000,1,536400,0.007,0.149,0
666,44978,36,322,1,1400000,1,539736,0.0072,0.3855,1
663,48069,35,1107,0,2500000,0,576828,0.023,0.2307,1
556,50948,30,20900,0,500000,1,611376,0.4102,1.2227,0
673,86518,34,13952,0,900000,0,1038216,0.1613,1.1536,1
758,31309,39,4201,0,1200000,0,375708,0.1342,0.3131,1
598,29501,33,5529,1,1500000,0,354012,0.1874,0.236,0
783,102947,39,18973,1,3600000,1,1235364,0.1843,0.3432,1
739,37138,26,3985,3,700000,1,445656,0.1073,0.6367,0
641,22975,28,949,3,1400000,0,275700,0.0413,0.1969,0
688,36640,27,1791,0,600000,0,439680,0.0489,0.7328,1
827,40213,29,10842,0,2300000,1,482556,0.2696,0.2098,1
758,124614,47,22253,0,10000000,1,1495368,0.1786,0.1495,1
700,85382,42,34674,0,3600000,1,1024584,0.4061,0.2846,1
680,97588,24,20364,0,2100000,0,1171056,0.2087,0.5576,1
706,80176,39,18165,0,5700000,1,962112,0.2266,0.1688,1
659,86486,31,36126,0,3900000,0,1037832,0.4177,0.2661,0
531,32440,28,7322,1,2500000,1,389280,0.2257,0.1557,0
850,43514,21,9829,0,2700000,0,522168,0.2259,0.1934,1
712,27066,44,4423,0,1000000,0,324792,0.1634,0.3248,1
731,43204,21,13811,0,2300000,0,518448,0.3197,0.2254,0
695,73899,34,13043,2,1400000,0,886788,0.1765,0.6334,1
641,53143,25,14069,1,1900000,1,637716,0.2647,0.3356,0
685,107676,42,21678,0,5600000,0,1292112,0.2013,0.2307,1
572,24714,31,5880,2,1200000,1,296568,0.2379,0.2471,0
850,66180,33,24629,0,3400000,0,794160,0.3722,0.2336,1
601,23179,33,4315,2,1400000,0,278148,0.1862,0.1987,0
617,51870,38,5370,0,700000,0,622440,0.1035,0.8892,1
664,76435,35,19616,0,800000,0,917220,0.2566,1.1465,1
803,43100,34,18182,0,700000,0,517200,0.4219,0.7389,1
701,68232,29,21284,0,4600000,0,818784,0.3119,0.178,1
601,27561,21,3824,2,300000,0,330732,0.1387,1.1024,0
800,18065,23,7828,1,400000,0,216780,0.4333,0.5419,0
758,68474,42,10560,0,1700000,1,821688,0.1542,0.4833,1
743,139581,31,61759,0,7800000,1,1674972,0.4425,0.2147,1
757,26967,28,2329,0,1000000,0,323604,0.0864,0.3236,1
850,102060,21,45910,0,2100000,0,1224720,0.4498,0.5832,1
850,50314,21,1718,2,2000000,0,603768,0.0341,0.3019,1
645,21995,27,7059,0,1300000,1,263940,0.3209,0.203,0
829,24862,43,8283,0,1600000,0,298344,0.3332,0.1865,1
730,49487,29,15133,3,700000,1,593844,0.3058,0.8483,0
739,38458,39,13457,0,2300000,1,461496,0.3499,0.2007,1
564,22297,28,4734,0,100000,0,267564,0.2123,2.6756,0
686,17739,41,431,0,1100000,0,212868,0.0243,0.1935,0
634,29494,31,4748,0,1600000,0,353928,0.161,0.2212,0
766,55065,22,15916,0,2300000,0,660780,0.289,0.2873,1
785,48832,32,14200,0,800000,0,585984,0.2908,0.7325,1
534,36288,53,3187,1,2300000,1,435456,0.0878,0.1893,0
698,55333,52,6299,1,600000,0,663996,0.1138,1.1067,1
789,91492,39,20038,1,6900000,0,1097904,0.219,0.1591,1
685,62098,33,20360,2,4100000,0,745176,0.3279,0.1818,0
758,45579,38,17491,0,2900000,0,546948,0.3838,0.1886,1
728,85548,38,3329,0,5500000,1,1026576,0.0389,0.1867,1
727,27559,34,11479,1,300000,0,330708,0.4165,1.1024,0
678,42832,39,17881,0,3500000,0,513984,0.4175,0.1469,0
602,43449,37,155,0,3100000,0,521388,0.0036,0.1682,0
610,23337,31,5318,0,1000000,0,280044,0.2279,0.28,0
756,38104,23,10067,1,2300000,1,457248,0.2642,0.1988,1
701,14115,30,3517,0,800000,0,169380,0.2492,0.2117,0
688,154400,42,42783,0,10900000,1,1852800,0.2771,0.17,1
666,27932,34,6326,0,700000,1,335184,0.2265,0.4788,0
675,126965,38,16786,1,4400000,0,1523580,0.1322,0.3463,1
783,50153,32,2159,0,3400000,0,601836,0.043,0.177,1
673,68797,24,6451,0,4500000,0,825564,0.0938,0.1835,1
592,36560,32,12178,1,1700000,1,438720,0.3331,0.2581,0
759,55534,24,6024,1,2000000,0,666408,0.1085,0.3332,1
683,72424,24,27040,0,5900000,1,869088,0.3734,0.1473,0
702,73037,47,13261,0,2800000,1,876444,0.1816,0.313,1
828,78031,30,14553,0,5100000,0,936372,0.1865,0.1836,1
698,39300,27,15359,3,1500000,0,471600,0.3908,0.3144,0
723,36745,51,3543,0,1100000,1,440940,0.0964,0.4009,1
605,18835,43,1607,0,1000000,0,226020,0.0853,0.226,0
682,67099,31,29753,0,4600000,0,805188,0.4434,0.175,0
748,93847,39,22830,1,7700000,0,1126164,0.2433,0.1463,1
575,129261,32,11082,1,2200000,1,1551132,0.0857,0.7051,0
716,58870,28,4392,0,4300000,1,706440,0.0746,0.1643,1
708,30949,39,12000,0,1400000,0,371388,0.3877,0.2653,0
703,17707,31,4779,3,200000,0,212484,0.2699,1.0624,0
782,91582,35,4740,1,6200000,1,1098984,0.0518,0.1773,1
726,16684,45,6658,3,500000,1,200208,0.3991,0.4004,0
818,39960,44,7982,2,2900000,0,479520,0.1997,0.1654,1
620,42848,29,19076,0,700000,0,514176,0.4452,0.7345,0
710,47019,39,5961,0,2800000,1,564228,0.1268,0.2015,1
706,50085,23,11918,1,1400000,0,601020,0.238,0.4293,1
614,53257,39,4148,0,1300000,0,639084,0.0779,0.4916,1
776,11507,36,2276,0,100000,1,138084,0.1978,1.3808,1
850,49453,38,3928,0,2100000,0,593436,0.0794,0.2826,1
698,12864,32,1778,3,400000,1,154368,0.1382,0.3859,0
740,76064,55,9237,0,800000,1,912768,0.1214,1.141,1
706,35134,25,4475,0,800000,0,421608,0.1274,0.527,1
642,13437,44,5864,1,500000,1,161244,0.4364,0.3225,0
554,30075,24,520,2,2000000,1,360900,0.0173,0.1804,0
643,34820,40,7785,2,2700000,1,417840,0.2236,0.1548,0
588,100149,40,28358,0,4600000,1,1201788,0.2832,0.2613,1
836,55159,35,16401,0,2000000,1,661908,0.2973,0.331,1
690,60274,30,20465,0,4800000,0,723288,0.3395,0.1507,0
672,99581,36,34099,2,8000000,1,1194972,0.3424,0.1494,0
771,46272,37,19895,0,900000,1,555264,0.43,0.617,1
610,77073,52,26208,1,3600000,0,924876,0.34,0.2569,0
638,73888,26,27387,0,5100000,0,886656,0.3707,0.1739,0
705,22654,29,5426,0,1500000,0,271848,0.2395,0.1812,0
782,118633,37,35109,0,7000000,1,1423596,0.2959,0.2034,1
740,20906,32,4498,2,800000,0,250872,0.2152,0.3136,0
719,85001,33,10573,4,3100000,1,1020012,0.1244,0.329,1
706,19727,45,2781,2,1300000,0,236724,0.141,0.1821,0
732,70315,21,11407,0,1600000,0,843780,0.1622,0.5274,1
716,149813,29,22964,1,5900000,1,1797756,0.1533,0.3047,1
617,43140,21,10350,2,2100000,0,517680,0.2399,0.2465,0
703,42032,23,4683,0,2900000,0,504384,0.1114,0.1739,0
614,70704,59,16437,3,2400000,0,848448,0.2325,0.3535,0
706,40229,40,16586,0,1900000,0,482748,0.4123,0.2541,0
661,145942,44,26661,3,4000000,1,1751304,0.1827,0.4378,0
850,55012,34,5511,1,3900000,0,660144,0.1002,0.1693,1
696,40453,42,6314,0,2700000,0,485436,0.1561,0.1798,1
587,35448,21,13987,0,2400000,1,425376,0.3946,0.1772,0
689,28007,45,11868,0,200000,0,336084,0.4238,1.6804,0
741,33635,26,13420,0,1400000,1,403620,0.399,0.2883,0
833,39719,29,5135,0,600000,0,476628,0.1293,0.7944,1
652,36585,40,6385,1,2100000,0,439020,0.1745,0.2091,0
573,33027,38,14489,0,1000000,0,396324,0.4387,0.3963,0
765,172698,35,25167,0,11400000,0,2072376,0.1457,0.1818,1
589,26421,21,1639,4,200000,0,317052,0.062,1.5853,0
665,53529,35,6795,0,2400000,0,642348,0.1269,0.2676,1
679,69948,44,30342,2,1000000,1,839376,0.4338,0.8394,0
694,71543,29,13388,0,3500000,0,858516,0.1871,0.2453,1
