Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP002590,Male,Yes,2,Graduate,No,5471.0,3796,98.0,360.0,,Urban,N
LP002591,Male,Yes,,Graduate,Yes,10498.0,1265,69.0,360.0,,Semiurban,Y
LP002592,Female,No,2,Graduate,No,6511.0,0,100.0,360.0,0.0,Semiurban,N
LP002593,Male,No,2,Graduate,Yes,5236.0,0,101.0,360.0,1.0,Urban,Y
LP002594,Male,No,0,Graduate,No,10848.0,0,100.0,360.0,1.0,Rural,Y
LP002595,Male,Yes,1,Not Graduate,No,8193.0,4088,71.0,360.0,0.0,Rural,N
LP002596,Female,No,2,Graduate,No,2391.0,0,,360.0,1.0,Urban,Y
LP002597,Male,Yes,3+,Graduate,Yes,6661.0,5065,117.0,360.0,1.0,Semiurban,Y
LP002598,Male,No,0,Not Graduate,No,3304.0,0,,360.0,1.0,Rural,Y
LP002599,Female,Yes,1,Graduate,No,12870.0,284,140.0,360.0,1.0,Semiurban,Y
LP002600,Female,Yes,0,Graduate,No,17191.0,14534,182.0,360.0,1.0,Rural,Y
LP002601,Male,No,1,Graduate,No,18479.0,0,217.0,240.0,,Urban,Y
LP002602,Male,No,3+,Graduate,No,7439.0,0,51.0,360.0,,Semiurban,Y
LP002603,Male,Yes,3+,Graduate,No,4551.0,963,100.0,300.0,0.0,Semiurban,N
LP002604,Male,Yes,0,Graduate,No,7281.0,608,78.0,360.0,0.0,Urban,N
LP002605,,No,0,Graduate,No,3416.0,0,103.0,360.0,1.0,Semiurban,Y
LP002606,Male,No,2,Graduate,No,24521.0,0,234.0,360.0,0.0,Urban,N
LP002607,Male,No,1,Not Graduate,No,12291.0,0,100.0,120.0,1.0,Urban,Y
LP002608,Male,Yes,3+,Graduate,No,7206.0,4096,111.0,240.0,1.0,Urban,Y
LP002609,Male,Yes,0,Graduate,No,10919.0,2588,96.0,240.0,,Urban,Y
LP002610,Male,No,2,Graduate,No,4469.0,0,257.0,360.0,1.0,Urban,Y
LP002611,Female,No,1,Graduate,No,3088.0,0,54.0,360.0,1.0,Urban,Y
LP002612,Female,No,0,Graduate,Yes,1591.0,0,107.0,300.0,1.0,Urban,Y
LP002613,Male,No,0,Graduate,No,6310.0,0,95.0,360.0,1.0,Urban,Y
LP002614,Male,Yes,1,Graduate,,5298.0,1605,67.0,360.0,0.0,Urban,N
LP002615,Male,Yes,0,Graduate,No,8197.0,8436,209.0,360.0,1.0,Rural,Y
LP002616,Male,No,2,Graduate,No,6050.0,0,65.0,360.0,1.0,Urban,Y
LP002617,Male,Yes,0,Not Graduate,No,7977.0,8033,112.0,360.0,,Semiurban,Y
LP002618,Female,No,0,Graduate,No,9766.0,0,130.0,360.0,1.0,Urban,Y
LP002619,Female,No,0,Not Graduate,Yes,2500.0,0,99.0,300.0,1.0,Urban,Y
LP002620,Female,No,3+,Graduate,No,10111.0,0,67.0,360.0,1.0,Semiurban,Y
LP002621,Female,Yes,1,Graduate,No,4703.0,2373,126.0,360.0,1.0,Urban,Y
LP002622,Female,No,2,Graduate,,8189.0,0,99.0,360.0,1.0,Semiurban,Y
LP002623,Male,Yes,2,Not Graduate,Yes,11085.0,511,186.0,180.0,1.0,Semiurban,Y
LP002624,Female,Yes,1,Graduate,Yes,11131.0,1991,,360.0,0.0,Urban,N
LP002625,Male,Yes,3+,Not Graduate,No,6487.0,353,292.0,360.0,1.0,Urban,Y
LP002626,Male,Yes,1,Graduate,Yes,6681.0,1378,140.0,360.0,1.0,Rural,Y
LP002627,Male,No,0,Graduate,No,10251.0,0,170.0,360.0,1.0,Urban,Y
LP002628,Male,No,0,Not Graduate,No,2439.0,0,116.0,360.0,1.0,Rural,Y
LP002629,Male,Yes,0,Not Graduate,No,3392.0,1042,266.0,300.0,1.0,Semiurban,Y
LP002630,Male,No,1,Not Graduate,No,5077.0,0,135.0,360.0,1.0,Urban,Y
LP002631,Male,Yes,0,Graduate,No,2698.0,1173,129.0,360.0,,Urban,Y
LP002632,Male,No,1,Not Graduate,No,5100.0,0,167.0,360.0,1.0,Urban,Y
LP002633,Female,No,3+,Graduate,No,4935.0,0,104.0,360.0,1.0,Semiurban,Y
LP002634,Male,Yes,0,Not Graduate,No,6325.0,2472,110.0,360.0,1.0,Rural,Y
LP002635,Male,Yes,0,Not Graduate,No,5801.0,2680,167.0,360.0,,Urban,Y
LP002636,Male,Yes,1,Graduate,No,11403.0,3835,180.0,300.0,1.0,Rural,Y
LP002637,Male,Yes,0,Graduate,No,8466.0,3054,171.0,360.0,,Urban,Y
LP002638,Male,No,2,Graduate,No,5752.0,0,130.0,180.0,1.0,Urban,Y
LP002639,Female,Yes,0,Not Graduate,No,4915.0,2912,150.0,360.0,1.0,Semiurban,Y
LP002640,Male,Yes,0,Not Graduate,No,5834.0,3157,197.0,240.0,1.0,Rural,Y
LP002641,Male,Yes,0,Graduate,No,5896.0,3737,87.0,300.0,1.0,Semiurban,Y
LP002642,Male,No,0,Not Graduate,No,27208.0,0,134.0,360.0,1.0,Rural,Y
LP002643,Male,Yes,0,Graduate,,2504.0,1250,42.0,480.0,1.0,Semiurban,Y
LP002644,Female,No,0,Not Graduate,No,3443.0,0,181.0,360.0,1.0,Rural,Y
LP002645,Male,No,0,Graduate,No,3153.0,0,98.0,300.0,1.0,Rural,Y
LP002646,Female,Yes,2,Graduate,No,7056.0,6661,99.0,360.0,1.0,Semiurban,Y
LP002647,Male,Yes,0,Graduate,No,6890.0,3704,128.0,360.0,1.0,Semiurban,Y
LP002648,Male,Yes,0,Graduate,No,4256.0,1112,172.0,360.0,1.0,Semiurban,Y
LP002649,Male,Yes,,Graduate,No,10277.0,2709,350.0,360.0,1.0,Rural,Y
LP002650,Female,No,0,Not Graduate,No,7494.0,0,72.0,180.0,1.0,Semiurban,Y
LP002651,Female,No,0,Graduate,No,10539.0,0,96.0,360.0,1.0,Urban,Y
LP002652,Male,Yes,2,Graduate,No,12358.0,637,147.0,300.0,1.0,Rural,Y
LP002653,Female,Yes,0,Graduate,No,1671.0,5178,100.0,360.0,1.0,Semiurban,Y
LP002654,Male,Yes,1,Not Graduate,No,9058.0,705,188.0,480.0,1.0,Semiurban,Y
LP002655,Male,Yes,0,Graduate,No,2768.0,1348,126.0,360.0,0.0,Semiurban,N
LP002656,Female,No,0,Graduate,No,6972.0,0,191.0,300.0,1.0,Urban,Y
LP002657,Male,No,0,Graduate,Yes,5746.0,0,122.0,360.0,1.0,Semiurban,Y
LP002658,Male,No,1,Graduate,No,5895.0,0,167.0,360.0,1.0,Urban,Y
LP002659,Male,Yes,3+,Graduate,No,2914.0,1990,92.0,12.0,1.0,Rural,Y
LP002660,Male,Yes,0,Graduate,No,11140.0,1906,291.0,360.0,1.0,Semiurban,Y
LP002661,Female,Yes,3+,Graduate,No,2768.0,1982,68.0,360.0,1.0,Rural,Y
LP002662,Male,No,0,Graduate,No,9417.0,0,101.0,360.0,,Urban,Y
LP002663,Male,No,0,Graduate,No,2542.0,0,76.0,360.0,0.0,Rural,N
LP002664,Male,No,1,Graduate,No,5939.0,0,185.0,60.0,1.0,Urban,Y
LP002665,Male,Yes,0,Graduate,,17723.0,523,167.0,360.0,1.0,Urban,Y
LP002666,Female,Yes,0,Graduate,No,24760.0,4018,82.0,480.0,1.0,Rural,Y
LP002667,Female,No,0,Graduate,No,2273.0,0,200.0,360.0,1.0,Semiurban,Y
LP002668,Male,Yes,1,Graduate,No,3933.0,2368,102.0,360.0,1.0,Rural,Y
LP002669,Male,Yes,0,Graduate,No,4387.0,2353,157.0,360.0,1.0,Semiurban,Y
LP002670,Male,Yes,2,Graduate,No,23226.0,869,172.0,360.0,1.0,Urban,Y
LP002671,Male,No,0,Graduate,No,5762.0,0,122.0,480.0,0.0,Semiurban,N
LP002672,Male,Yes,3+,Graduate,No,11439.0,1482,193.0,300.0,1.0,Rural,Y
LP002673,Male,No,0,Graduate,,7186.0,0,127.0,60.0,1.0,Semiurban,Y
LP002674,Male,Yes,1,Graduate,No,2923.0,2095,154.0,360.0,1.0,Semiurban,Y
LP002675,Male,Yes,0,Graduate,No,1967.0,5133,120.0,360.0,1.0,Urban,Y
LP002676,Male,Yes,0,Graduate,No,4155.0,1104,64.0,300.0,1.0,Semiurban,Y
LP002677,Male,Yes,0,Not Graduate,No,24104.0,1156,,360.0,0.0,Rural,N
LP002678,Female,No,1,Graduate,No,7006.0,0,95.0,360.0,,Rural,Y
LP002679,Male,No,0,Graduate,No,11301.0,0,234.0,480.0,1.0,Urban,Y
LP002680,Male,No,1,Graduate,No,2563.0,0,78.0,300.0,1.0,Urban,Y
LP002681,Female,No,3+,Not Graduate,No,4939.0,0,219.0,360.0,1.0,Urban,Y
LP002682,Female,No,0,Graduate,No,9579.0,0,125.0,480.0,1.0,Urban,Y
LP002683,Male,Yes,0,Graduate,No,3119.0,15708,158.0,360.0,1.0,Rural,Y
LP002684,Male,No,0,Not Graduate,No,5777.0,0,77.0,300.0,1.0,Semiurban,Y
LP002685,Male,Yes,0,Graduate,No,3541.0,1655,119.0,360.0,1.0,Urban,Y
LP002686,Male,No,0,Graduate,No,9856.0,0,103.0,360.0,1.0,Rural,Y
LP002687,Male,Yes,2,Graduate,No,7624.0,1199,311.0,360.0,1.0,Rural,Y
LP002688,Male,No,0,Graduate,No,9046.0,0,102.0,60.0,1.0,Urban,Y
LP002689,Male,Yes,0,Not Graduate,No,10124.0,3891,213.0,360.0,1.0,Rural,Y
LP002690,Male,Yes,1,Graduate,No,5236.0,4029,214.0,360.0,1.0,Semiurban,Y
LP002691,Female,Yes,0,Graduate,No,10959.0,709,212.0,360.0,1.0,Urban,Y
LP002692,Male,Yes,1,Graduate,No,4214.0,2424,106.0,360.0,1.0,Rural,Y
LP002693,Female,Yes,3+,Not Graduate,No,8738.0,4398,276.0,360.0,,Urban,Y
LP002694,Female,Yes,0,Graduate,Yes,1840.0,1366,300.0,300.0,1.0,Rural,Y
LP002695,Female,Yes,0,Graduate,No,3836.0,1527,156.0,360.0,1.0,Semiurban,Y
LP002696,Male,Yes,2,Not Graduate,No,24088.0,3155,111.0,120.0,0.0,Rural,N
LP002697,Female,Yes,1,Graduate,No,8661.0,3228,95.0,180.0,1.0,Urban,Y
LP002698,Male,No,2,Not Graduate,Yes,8663.0,0,162.0,360.0,1.0,Urban,Y
LP002699,Male,Yes,2,Graduate,No,3662.0,2216,138.0,36.0,1.0,Rural,Y
LP002700,,Yes,0,Graduate,No,3113.0,2467,144.0,120.0,1.0,Rural,Y
LP002701,Male,Yes,0,Graduate,No,5122.0,1448,78.0,12.0,1.0,Rural,Y
LP002702,Male,Yes,1,Not Graduate,No,5766.0,739,136.0,240.0,1.0,Urban,Y
LP002703,Male,Yes,1,Graduate,No,18933.0,520,212.0,360.0,1.0,Semiurban,Y
LP002704,Female,Yes,1,Graduate,No,11063.0,2912,186.0,360.0,1.0,Urban,Y
LP002705,Male,Yes,0,Not Graduate,No,6408.0,1972,,360.0,1.0,Urban,Y
LP002706,Male,Yes,2,Graduate,No,6244.0,2603,129.0,360.0,1.0,Semiurban,Y
LP002707,Female,Yes,0,Graduate,No,9461.0,932,75.0,360.0,1.0,Semiurban,Y
LP002708,Male,Yes,0,Graduate,No,2721.0,1963,103.0,300.0,1.0,Semiurban,Y
LP002709,Male,Yes,0,Not Graduate,Yes,1895.0,1925,117.0,360.0,1.0,Urban,Y
LP002710,Male,No,0,Graduate,,9377.0,0,173.0,360.0,1.0,Rural,Y
LP002711,,Yes,1,Not Graduate,No,6268.0,3574,101.0,360.0,1.0,Rural,Y
LP002712,Male,No,0,Graduate,No,2732.0,0,89.0,120.0,1.0,Urban,Y
LP002713,Male,Yes,1,Not Graduate,Yes,1708.0,2707,182.0,300.0,1.0,Rural,Y
LP002714,Male,Yes,0,Graduate,No,10263.0,995,113.0,360.0,1.0,Rural,Y
LP002715,Female,Yes,0,Graduate,No,4390.0,224,96.0,360.0,1.0,Urban,Y
LP002716,Male,Yes,0,Graduate,No,7632.0,7192,186.0,360.0,1.0,Semiurban,Y
LP002717,Male,Yes,0,Graduate,No,5124.0,1340,161.0,360.0,1.0,Rural,Y
LP002718,Female,No,1,Graduate,No,5881.0,0,124.0,360.0,1.0,Semiurban,Y
LP002719,Male,No,0,Graduate,No,4208.0,0,,360.0,1.0,Urban,Y
LP002720,Male,Yes,0,Graduate,No,5734.0,948,156.0,360.0,1.0,Semiurban,Y
LP002721,,Yes,0,Graduate,No,8487.0,1168,167.0,360.0,1.0,Rural,Y
LP002722,Female,No,0,Graduate,No,5088.0,0,146.0,360.0,,Semiurban,N
LP002723,Male,Yes,0,Graduate,No,4916.0,2082,141.0,360.0,1.0,Urban,Y
LP002724,Male,Yes,3+,Graduate,No,8643.0,2692,105.0,360.0,1.0,Urban,Y
LP002725,Male,No,0,Graduate,No,8996.0,0,108.0,60.0,1.0,Rural,Y
LP002726,Male,Yes,0,Graduate,No,3034.0,1867,125.0,360.0,0.0,Semiurban,N
LP002727,Male,Yes,2,Graduate,No,5900.0,921,91.0,360.0,1.0,Rural,Y
LP002728,Male,Yes,1,Not Graduate,No,4384.0,5857,87.0,360.0,0.0,Semiurban,N
LP002729,Male,Yes,0,Not Graduate,No,6053.0,632,130.0,360.0,,Rural,Y
LP002730,Female,Yes,1,Graduate,No,14191.0,937,199.0,300.0,1.0,Urban,Y
LP002731,Male,No,3+,Graduate,Yes,7446.0,0,59.0,360.0,1.0,Rural,Y
LP002732,Male,Yes,0,Graduate,No,21994.0,12224,115.0,240.0,1.0,Rural,Y
LP002733,Male,Yes,0,Graduate,No,6848.0,3339,150.0,360.0,1.0,Urban,Y
LP002734,Male,Yes,2,Graduate,No,5432.0,913,206.0,360.0,1.0,Urban,Y
LP002735,Male,No,2,Not Graduate,,5932.0,0,276.0,60.0,1.0,Rural,Y
LP002736,Male,Yes,3+,Not Graduate,No,6539.0,2732,121.0,360.0,1.0,Rural,Y
LP002737,Male,No,0,Graduate,No,7286.0,0,296.0,120.0,1.0,Semiurban,Y
LP002738,Male,Yes,3+,Graduate,Yes,3310.0,3155,161.0,240.0,0.0,Semiurban,N
LP002739,Male,Yes,0,Graduate,Yes,5219.0,1894,186.0,360.0,1.0,Rural,Y
LP002740,Male,Yes,1,Graduate,No,3887.0,2073,88.0,360.0,1.0,Semiurban,Y
LP002741,Male,Yes,2,Graduate,No,11134.0,522,161.0,300.0,1.0,Semiurban,Y
LP002742,,Yes,0,Graduate,No,1891.0,5736,,36.0,1.0,Semiurban,Y
LP002743,Male,No,0,Graduate,No,6595.0,0,102.0,360.0,1.0,Urban,Y
LP002744,Male,No,1,Not Graduate,No,2414.0,0,47.0,300.0,,Rural,Y
LP002745,Male,No,2,Graduate,No,7780.0,0,143.0,360.0,1.0,Rural,Y
LP002746,Male,Yes,0,Graduate,No,4725.0,1247,123.0,360.0,1.0,Urban,Y
LP002747,Male,Yes,2,Not Graduate,No,2018.0,952,230.0,360.0,1.0,Urban,Y
LP002748,Male,Yes,0,Graduate,No,10565.0,3368,108.0,360.0,1.0,Urban,Y
LP002749,Male,Yes,0,Graduate,No,1326.0,3942,101.0,360.0,1.0,Urban,Y
LP002750,Male,No,0,Graduate,No,5891.0,0,84.0,360.0,0.0,Rural,N
LP002751,Male,No,3+,Graduate,No,9088.0,0,,360.0,1.0,Semiurban,Y
LP002752,Male,Yes,0,Graduate,No,13712.0,1268,390.0,360.0,1.0,Semiurban,Y
LP002753,Female,No,1,Not Graduate,No,2285.0,0,71.0,360.0,,Urban,N
LP002754,Male,No,0,Graduate,No,4405.0,0,79.0,360.0,,Urban,N
LP002755,Female,Yes,3+,Graduate,No,11501.0,943,131.0,360.0,1.0,Semiurban,Y
LP002756,Male,No,2,Graduate,No,11977.0,0,296.0,360.0,1.0,Urban,Y
LP002757,Female,Yes,0,Graduate,No,12945.0,1608,181.0,360.0,0.0,Urban,N
LP002758,Male,Yes,0,Not Graduate,No,27916.0,6357,250.0,360.0,0.0,Rural,N
LP002759,Male,Yes,0,Graduate,No,4424.0,1410,,360.0,0.0,Semiurban,N
LP002760,Male,Yes,0,Graduate,No,7506.0,1284,77.0,360.0,1.0,Rural,Y
LP002761,Male,Yes,2,Graduate,No,4878.0,1776,112.0,360.0,1.0,Urban,Y
LP002762,Female,No,0,Graduate,No,1835.0,0,128.0,480.0,1.0,Urban,Y
LP002763,Male,Yes,0,Not Graduate,No,5687.0,2052,135.0,360.0,1.0,Rural,Y
LP002764,Male,Yes,1,Graduate,No,1814.0,2138,123.0,360.0,1.0,Rural,Y
LP002765,Male,Yes,0,Graduate,No,4392.0,3009,170.0,360.0,1.0,Semiurban,Y
LP002766,Female,Yes,0,Graduate,No,2488.0,894,101.0,360.0,0.0,Semiurban,N
LP002767,Male,No,0,Graduate,No,7811.0,0,93.0,360.0,1.0,Urban,Y
LP002768,Male,Yes,0,Graduate,No,3763.0,1094,83.0,480.0,1.0,Semiurban,Y
LP002769,Female,No,1,Graduate,No,2057.0,0,146.0,360.0,1.0,Urban,Y
LP002770,Female,No,0,Graduate,No,10091.0,0,140.0,360.0,0.0,Urban,N
LP002771,Male,Yes,0,Not Graduate,No,4179.0,3147,208.0,360.0,0.0,Semiurban,N
LP002772,Male,Yes,0,Graduate,Yes,4632.0,354,249.0,360.0,1.0,Urban,Y
LP002773,Female,Yes,1,Graduate,No,3339.0,3182,83.0,360.0,1.0,Urban,Y
LP002774,Male,No,0,Graduate,Yes,11961.0,0,136.0,480.0,0.0,Urban,N
LP002775,Male,No,0,Not Graduate,No,7061.0,0,124.0,300.0,1.0,Urban,Y
LP002776,Male,Yes,0,Graduate,No,4155.0,1951,73.0,360.0,,Rural,Y
LP002777,Male,Yes,0,Graduate,No,1904.0,537,109.0,360.0,1.0,Rural,Y
LP002778,Male,No,0,Graduate,No,27075.0,0,251.0,360.0,1.0,Urban,Y
LP002779,Male,Yes,0,Graduate,No,19685.0,5694,104.0,360.0,1.0,Urban,Y
LP002780,Male,No,2,Graduate,No,14269.0,0,98.0,360.0,1.0,Rural,Y
LP002781,Male,No,0,Graduate,No,3937.0,0,132.0,360.0,1.0,Urban,Y
LP002782,Male,Yes,1,Not Graduate,Yes,4445.0,1585,193.0,60.0,1.0,Semiurban,Y
LP002783,Male,Yes,1,Graduate,No,7634.0,368,119.0,180.0,1.0,Urban,Y
LP002784,Male,Yes,0,Not Graduate,Yes,3511.0,3764,141.0,360.0,1.0,Semiurban,Y
LP002785,Male,Yes,1,Graduate,No,3315.0,2983,54.0,360.0,1.0,Urban,Y
LP002786,Male,No,0,Graduate,No,14402.0,0,169.0,360.0,1.0,Semiurban,Y
LP002787,Male,No,1,Graduate,No,5808.0,0,147.0,360.0,1.0,Semiurban,Y
LP002788,Male,No,2,Graduate,No,3066.0,0,191.0,240.0,,Urban,Y
LP002789,Female,Yes,2,Not Graduate,No,10632.0,2728,64.0,360.0,0.0,Semiurban,N
LP002790,Male,Yes,0,Graduate,No,4254.0,5054,119.0,360.0,1.0,Semiurban,Y
LP002791,Female,No,1,Not Graduate,No,1831.0,0,,480.0,1.0,Rural,Y
LP002792,Male,Yes,0,Graduate,No,3038.0,3576,107.0,300.0,1.0,Semiurban,Y
LP002793,Male,Yes,0,Graduate,Yes,4403.0,275,137.0,360.0,1.0,Urban,Y
LP002794,,Yes,0,Graduate,No,6850.0,5884,114.0,360.0,1.0,Semiurban,Y
LP002795,Female,Yes,0,Graduate,No,6654.0,3430,115.0,360.0,1.0,Urban,Y
LP002796,Male,No,1,Graduate,Yes,12540.0,0,214.0,360.0,1.0,Rural,Y
LP002797,Male,Yes,2,Not Graduate,No,5207.0,2456,76.0,360.0,1.0,Rural,Y
LP002798,Male,No,0,Graduate,No,4540.0,0,132.0,360.0,1.0,Urban,Y
LP002799,Male,Yes,0,Graduate,No,12670.0,1109,149.0,300.0,0.0,Semiurban,N
LP002800,Male,Yes,1,Graduate,No,10799.0,3112,195.0,360.0,0.0,Semiurban,N
LP002801,Female,Yes,3+,Graduate,No,5281.0,1622,,360.0,1.0,Urban,Y
LP002802,Male,No,1,Not Graduate,No,7153.0,0,198.0,360.0,0.0,Semiurban,N
LP002803,Male,Yes,0,Graduate,No,4513.0,1903,131.0,480.0,,Semiurban,Y
LP002804,Male,Yes,0,Graduate,No,2989.0,1755,141.0,240.0,1.0,Semiurban,Y
LP002805,Male,Yes,1,Graduate,No,22434.0,4354,139.0,360.0,,Semiurban,Y
LP002806,Male,No,0,Not Graduate,No,4337.0,0,175.0,300.0,1.0,Semiurban,Y
LP002807,Male,No,3+,Graduate,No,7165.0,0,167.0,360.0,1.0,Semiurban,Y
LP002808,Male,Yes,3+,Not Graduate,No,2418.0,1969,86.0,300.0,1.0,Semiurban,Y
LP002809,Male,No,3+,Graduate,No,9338.0,0,146.0,360.0,1.0,Semiurban,Y
LP002810,Male,Yes,0,Not Graduate,No,2912.0,4574,167.0,360.0,1.0,Semiurban,Y
LP002811,Male,Yes,1,Not Graduate,No,16429.0,1061,241.0,360.0,1.0,Semiurban,Y
LP002812,Female,Yes,1,Not Graduate,No,17649.0,931,90.0,480.0,1.0,Urban,Y
LP002813,Male,No,0,Graduate,No,8429.0,0,167.0,360.0,,Semiurban,Y
LP002814,Male,Yes,0,Graduate,No,6431.0,326,117.0,240.0,1.0,Semiurban,Y
LP002815,Male,Yes,0,Not Graduate,No,5364.0,5925,145.0,360.0,0.0,Urban,N
LP002816,,Yes,0,Graduate,No,5834.0,880,87.0,360.0,1.0,Urban,Y
LP002817,Male,Yes,3+,Graduate,No,7674.0,1494,134.0,360.0,1.0,Semiurban,Y
LP002818,Male,No,2,Graduate,No,6335.0,0,153.0,300.0,1.0,Urban,Y
LP002819,Male,No,0,Graduate,No,10819.0,0,91.0,240.0,1.0,Urban,Y
LP002820,Female,Yes,0,Graduate,No,3460.0,2729,240.0,360.0,1.0,Urban,Y
LP002821,Male,Yes,0,Graduate,,15016.0,580,72.0,480.0,1.0,Semiurban,Y
LP002822,Male,Yes,0,Graduate,,4658.0,5534,167.0,240.0,1.0,Rural,Y
LP002823,Male,Yes,0,Graduate,No,3837.0,1640,51.0,360.0,1.0,Rural,Y
LP002824,Female,Yes,1,Not Graduate,No,7462.0,801,121.0,300.0,1.0,Rural,Y
LP002825,Female,No,1,Graduate,No,7754.0,0,163.0,360.0,1.0,Rural,Y
LP002826,Male,Yes,2,Not Graduate,No,2118.0,6988,179.0,300.0,1.0,Urban,Y
LP002827,Male,No,2,Graduate,No,4498.0,0,129.0,300.0,1.0,Urban,Y
LP002828,Male,Yes,0,Graduate,Yes,1631.0,815,122.0,360.0,1.0,Urban,Y
LP002829,Female,No,2,Graduate,No,4002.0,0,169.0,360.0,0.0,Urban,N
LP002830,Male,Yes,0,Graduate,Yes,4107.0,1875,196.0,360.0,1.0,Rural,Y
LP002831,Male,No,0,Graduate,No,7176.0,0,233.0,360.0,1.0,Rural,Y
LP002832,Male,No,0,Graduate,No,3742.0,0,80.0,120.0,1.0,Semiurban,Y
LP002833,Male,Yes,0,Graduate,Yes,4313.0,2182,124.0,360.0,1.0,Rural,Y
LP002834,Female,No,,Graduate,No,13126.0,0,56.0,180.0,0.0,Semiurban,N
LP002835,Male,Yes,0,Graduate,No,20713.0,1454,78.0,180.0,1.0,Semiurban,Y
LP002836,Male,Yes,0,Not Graduate,No,3455.0,9488,101.0,360.0,1.0,Urban,Y
LP002837,,Yes,3+,Graduate,No,11065.0,1223,190.0,180.0,1.0,Rural,Y
LP002838,Male,No,0,Graduate,No,7576.0,0,111.0,360.0,1.0,Semiurban,Y
LP002839,Male,No,0,Graduate,Yes,2115.0,0,120.0,360.0,1.0,Urban,Y
LP002840,Male,Yes,3+,Graduate,No,3734.0,577,151.0,360.0,1.0,Urban,Y
LP002841,Male,No,0,Graduate,No,976.0,0,103.0,84.0,1.0,Rural,Y
LP002842,Male,Yes,0,Graduate,No,7289.0,2306,60.0,300.0,1.0,Rural,Y
LP002843,Male,Yes,3+,Not Graduate,No,3146.0,4581,100.0,360.0,1.0,Semiurban,Y
LP002844,Male,Yes,0,Graduate,No,6505.0,720,128.0,120.0,1.0,Rural,Y
LP002845,Male,Yes,0,Graduate,No,28073.0,896,162.0,240.0,0.0,Urban,N
LP002846,Male,Yes,0,Graduate,No,15613.0,2462,124.0,36.0,1.0,Rural,Y
LP002847,Male,Yes,0,Not Graduate,No,3789.0,1804,161.0,360.0,0.0,Semiurban,N
LP002848,Male,Yes,2,Graduate,No,3277.0,1132,194.0,360.0,1.0,Semiurban,Y
LP002849,Male,Yes,0,Graduate,No,13040.0,650,210.0,60.0,1.0,Rural,Y
LP002850,Male,No,1,Graduate,No,3285.0,0,144.0,360.0,1.0,Rural,Y
LP002851,Male,Yes,1,Graduate,No,10880.0,3048,85.0,360.0,1.0,Urban,Y
LP002852,Male,No,3+,Graduate,No,30993.0,0,82.0,240.0,0.0,Rural,N
LP002853,Female,Yes,0,Graduate,No,9002.0,1847,85.0,300.0,1.0,Semiurban,Y
LP002854,Male,Yes,0,Graduate,No,12215.0,777,87.0,480.0,0.0,Urban,N
LP002855,,Yes,3+,Graduate,No,11394.0,2325,140.0,360.0,1.0,Semiurban,Y
LP002856,Female,No,1,Graduate,No,4297.0,0,286.0,360.0,1.0,Semiurban,Y
LP002857,Male,Yes,0,Graduate,Yes,7145.0,632,146.0,240.0,1.0,Semiurban,Y
LP002858,Male,Yes,0,Graduate,No,3382.0,1420,130.0,300.0,1.0,Semiurban,Y
LP002859,Male,No,2,Graduate,No,13016.0,0,197.0,360.0,1.0,Urban,Y
LP002860,Male,No,0,Graduate,No,3130.0,0,,360.0,1.0,Urban,Y
LP002861,Male,Yes,0,Not Graduate,No,9142.0,377,204.0,360.0,1.0,Semiurban,Y
LP002862,Male,Yes,2,Not Graduate,No,11838.0,1083,198.0,36.0,1.0,Urban,Y
LP002863,Male,Yes,0,Graduate,No,4469.0,1027,137.0,180.0,1.0,Semiurban,Y
LP002864,Male,Yes,0,Graduate,Yes,3895.0,2828,310.0,360.0,1.0,Semiurban,Y
LP002865,Male,No,,Not Graduate,No,5422.0,0,210.0,360.0,1.0,Urban,Y
LP002866,Male,Yes,2,Graduate,No,3514.0,2013,137.0,360.0,1.0,Urban,Y
LP002867,Male,Yes,0,Graduate,No,6593.0,693,127.0,360.0,,Urban,N
LP002868,Male,Yes,1,Graduate,No,3463.0,1590,113.0,360.0,1.0,Rural,Y
LP002869,Female,Yes,0,Graduate,No,3617.0,1823,127.0,360.0,1.0,Rural,Y
LP002870,Male,No,0,Graduate,No,8334.0,0,129.0,300.0,1.0,Urban,Y
LP002871,Male,Yes,3+,Not Graduate,No,8695.0,4884,118.0,360.0,0.0,Urban,N
LP002872,Male,Yes,0,Not Graduate,No,5034.0,5502,123.0,36.0,1.0,Semiurban,Y
LP002873,Male,Yes,0,Graduate,No,2235.0,2779,83.0,360.0,1.0,Semiurban,Y
LP002874,Male,Yes,,Graduate,No,12119.0,1807,107.0,300.0,1.0,Semiurban,Y
LP002875,Male,Yes,0,Graduate,No,4587.0,5924,,360.0,1.0,Semiurban,Y
LP002876,Male,Yes,0,Graduate,No,20690.0,1369,159.0,360.0,1.0,Semiurban,Y
LP002877,Male,Yes,2,Graduate,Yes,5545.0,1889,139.0,300.0,,Urban,Y
LP002878,Male,No,0,Not Graduate,No,6512.0,0,128.0,360.0,0.0,Rural,N
LP002879,Male,No,1,Graduate,No,4633.0,0,191.0,360.0,1.0,Semiurban,Y
LP002880,Male,No,0,Graduate,No,6947.0,0,95.0,360.0,1.0,Urban,Y
LP002881,Male,Yes,0,Graduate,No,48336.0,3104,101.0,60.0,0.0,Rural,N
